plant_name,season,region,watering_frequency,water_amount_liters,fertilizer_type,fertilizer_amount,nitrogen_requirement,phosphorus_requirement,potassium_requirement,micronutrients_required,sunlight_requirement,temperature_range_celsius,humidity_range_percent,wind_tolerance,care_instructions
Curry Leaves,Summer,Kerala,Daily/alternate days,0.5-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,55-75%,Medium,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Summer,Maharashtra,Daily/alternate days,0.5-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,40-60%,Medium,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Autumn,Tamil Nadu,2-3 times/week,0.4-0.7,NPK 10-10-10/organic compost,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,20-35°C,45-65%,Medium,Continue regular harvesting; growth remains active in mild temperatures. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Autumn,Karnataka,2-3 times/week,0.4-0.7,NPK 10-10-10/organic compost,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,45-65%,Medium,Continue regular harvesting; growth remains active in mild temperatures. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Autumn,Andhra Pradesh,2-3 times/week,0.4-0.7,NPK 10-10-10/organic compost,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,45-65%,Medium,Continue regular harvesting; growth remains active in mild temperatures. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Autumn,Kerala,2-3 times/week,0.4-0.7,NPK 10-10-10/organic compost,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,55-75%,Medium,Continue regular harvesting; growth remains active in mild temperatures. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Autumn,Maharashtra,2-3 times/week,0.4-0.7,NPK 10-10-10/organic compost,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,40-60%,Medium,Continue regular harvesting; growth remains active in mild temperatures. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Monsoon,Tamil Nadu,As needed - only if no rain,0.2-0.4,NPK 10-10-10/organic compost,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,20-35°C,45-65%,Medium,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Monsoon,Karnataka,As needed - only if no rain,0.2-0.4,NPK 10-10-10/organic compost,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,45-65%,Medium,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Monsoon,Andhra Pradesh,As needed - only if no rain,0.2-0.4,NPK 10-10-10/organic compost,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,45-65%,Medium,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Monsoon,Kerala,As needed - only if no rain,0.2-0.4,NPK 10-10-10/organic compost,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,55-75%,Medium,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Monsoon,Maharashtra,As needed - only if no rain,0.2-0.4,NPK 10-10-10/organic compost,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,40-60%,Medium,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Winter,Tamil Nadu,2 times/week,0.3-0.5,NPK 10-10-10/organic compost,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,20-35°C,45-65%,Medium,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Winter,Karnataka,2 times/week,0.3-0.5,NPK 10-10-10/organic compost,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,45-65%,Medium,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Winter,Andhra Pradesh,2 times/week,0.3-0.5,NPK 10-10-10/organic compost,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,45-65%,Medium,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Winter,Kerala,2 times/week,0.3-0.5,NPK 10-10-10/organic compost,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,55-75%,Medium,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Winter,Maharashtra,2 times/week,0.3-0.5,NPK 10-10-10/organic compost,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,40-60%,Medium,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Windy,Tamil Nadu,Daily/alternate days,0.6-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - same as normal growing schedule),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,20-35°C,45-65%,Medium,Stake or shelter tender stems; increase watering slightly as wind dries soil faster. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Windy,Karnataka,Daily/alternate days,0.6-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - same as normal growing schedule),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,45-65%,Medium,Stake or shelter tender stems; increase watering slightly as wind dries soil faster. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Windy,Andhra Pradesh,Daily/alternate days,0.6-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - same as normal growing schedule),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,45-65%,Medium,Stake or shelter tender stems; increase watering slightly as wind dries soil faster. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Windy,Kerala,Daily/alternate days,0.6-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - same as normal growing schedule),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,19-34°C,55-75%,Medium,Stake or shelter tender stems; increase watering slightly as wind dries soil faster. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Curry Leaves,Windy,Maharashtra,Daily/alternate days,0.6-1,NPK 10-10-10/organic compost,10g/plant/month (Full dose - same as normal growing schedule),Medium,Low,Medium,"Iron, Zinc",Full sun to partial shade,21-36°C,40-60%,Medium,Stake or shelter tender stems; increase watering slightly as wind dries soil faster. Prune regularly to promote bushy growth; sensitive to frost and waterlogging.
Mint,Summer,Uttar Pradesh,Daily/alternate days,0.5-1,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Summer,Punjab,Daily/alternate days,0.5-1,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Summer,Bihar,Daily/alternate days,0.5-1,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,Iron,Partial shade to full sun,19-31°C,55-75%,Low,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Summer,Madhya Pradesh,Daily/alternate days,0.5-1,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Summer,Haryana,Daily/alternate days,0.5-1,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - active growth period),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,42-62%,Low,Harvest regularly to encourage bushy growth; provide light afternoon shade in extreme heat. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Autumn,Uttar Pradesh,2-3 times/week,0.4-0.7,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Continue regular harvesting; growth remains active in mild temperatures. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Autumn,Punjab,2-3 times/week,0.4-0.7,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Continue regular harvesting; growth remains active in mild temperatures. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Autumn,Bihar,2-3 times/week,0.4-0.7,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,Iron,Partial shade to full sun,19-31°C,55-75%,Low,Continue regular harvesting; growth remains active in mild temperatures. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Autumn,Madhya Pradesh,2-3 times/week,0.4-0.7,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Continue regular harvesting; growth remains active in mild temperatures. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Autumn,Haryana,2-3 times/week,0.4-0.7,Organic compost/NPK 10-10-10,10g/plant/month (Full dose - transitional growing season),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,42-62%,Low,Continue regular harvesting; growth remains active in mild temperatures. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Monsoon,Uttar Pradesh,As needed - only if no rain,0.2-0.4,Organic compost/NPK 10-10-10,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Monsoon,Punjab,As needed - only if no rain,0.2-0.4,Organic compost/NPK 10-10-10,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Monsoon,Bihar,As needed - only if no rain,0.2-0.4,Organic compost/NPK 10-10-10,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,Iron,Partial shade to full sun,19-31°C,55-75%,Low,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Monsoon,Madhya Pradesh,As needed - only if no rain,0.2-0.4,Organic compost/NPK 10-10-10,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Monsoon,Haryana,As needed - only if no rain,0.2-0.4,Organic compost/NPK 10-10-10,5g/plant/month (Half dose or skip - avoid fertilizing before/during heavy rain (nutrient leaching)),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,42-62%,Low,Ensure good drainage to prevent root rot and fungal leaf spots; avoid waterlogged pots. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
Mint,Winter,Uttar Pradesh,2 times/week,0.3-0.5,Organic compost/NPK 10-10-10,5g/plant/month (Half dose - reduced growth/dormancy),Medium,Low,Medium,Iron,Partial shade to full sun,20-32°C,45-65%,Low,Protect from frost/cold drafts; move containers indoors or to a sheltered spot if needed. Grow in containers to prevent spreading; keep soil moist; harvest regularly.
