plant_name,disease_name,disease_type,symptoms,causes,prevention,treatment,affected_parts,severity
English Ivy,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
English Ivy,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
English Ivy,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Lavender,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Lavender,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Lavender,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Lavender,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Lavender,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Poppy,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Poppy,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Poppy,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Poppy,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Poppy,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Ipomoea,Powdery Mildew,Fungal,"White powdery coating over leaves, buds and stems; distorted or stunted new growth.","Warm humid days followed by cool nights, combined with poor air circulation.","Space plants well, water at the base, avoid overhead irrigation in the evening.","Spray with sulfur, potassium bicarbonate, or neem oil at first sign of infection.","Leaves, buds, stems",Moderate
Ipomoea,Botrytis Blight (Gray Mould),Fungal,Grayish-brown fuzzy mould on flowers and buds; affected blooms turn mushy and collapse.,"Cool, damp conditions with poor air circulation and overcrowded planting.","Deadhead spent blooms promptly, improve airflow, avoid overhead watering.",Remove and destroy infected flowers/buds; apply a fungicide labelled for Botrytis.,"Flowers, buds, stems",Moderate to High
Ipomoea,Aphid Infestation,Pest,"Distorted, curled new growth and buds; sticky honeydew attracting ants and sooty mould.",Aphid colonies clustering on tender shoots and flower buds.,"Encourage beneficial insects, inspect new growth regularly, avoid excess nitrogen feeding.","Spray with neem oil or insecticidal soap, targeting bud clusters and shoot tips.","Buds, new shoots",Low to Moderate
Ipomoea,Black Spot / Leaf Spot,Fungal,Black or brown circular spots on leaves surrounded by a yellow halo; leads to yellowing and leaf drop.,"Fungal spores spread by water splash, favoured by warm, humid weather.","Avoid wetting foliage when watering, prune for airflow, clear fallen infected leaves.",Remove and destroy infected leaves; apply a fungicide on a regular preventive schedule.,Leaves,Moderate
Ipomoea,Root Rot,Fungal,Wilting and yellowing despite adequate moisture; roots turn brown/black and mushy.,"Waterlogged, poorly draining soil favouring fungal root pathogens.","Plant in well-drained soil, avoid overwatering, raise beds in heavy clay soils.","Improve drainage, trim rotten roots, apply a fungicide drench to remaining healthy roots.",Roots,High
Ivy,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Ivy,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Ivy,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Ivy,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Ivy,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
Monstera Deliciosa,Root Rot,Fungal,"Yellowing, drooping leaves despite moist soil; roots appear brown/black, mushy, with a foul smell.",Overwatering and poorly draining potting mix allowing Pythium/Phytophthora to develop.,"Use a well-draining potting mix, ensure pots have drainage holes, let topsoil dry before rewatering.","Unpot the plant, trim away rotten roots, repot into fresh mix and water sparingly afterwards.","Roots, base of stem",High
Monstera Deliciosa,Leaf Spot Disease,Fungal/Bacterial,Brown or black spots with yellow margins scattered across the foliage.,Fungal or bacterial pathogens favoured by high humidity and water sitting on leaves.,"Avoid misting directly onto foliage, ensure good airflow around the plant.","Remove affected leaves, improve ventilation, apply a fungicide/bactericide if spreading.",Leaves,Moderate
Monstera Deliciosa,Spider Mites,Pest,"Fine webbing on the undersides of leaves; stippled, yellowing or bronzed foliage.",Dry indoor air and warm temperatures favouring spider mite reproduction.,"Maintain higher humidity, wipe leaves periodically, inspect new plants before bringing indoors.","Spray with insecticidal soap or neem oil, repeating every 5-7 days until resolved.",Leaves (undersides),Moderate
Monstera Deliciosa,Mealybug Infestation,Pest,"White, cottony masses clustered at leaf axils, stems and undersides of leaves.","Mealybugs feeding on plant sap, commonly spread via new plants or shared tools.","Quarantine and inspect new plants, keep foliage clean and dust-free.","Dab with an alcohol-soaked cotton swab, follow up with a neem oil spray.","Leaf axils, stems",Moderate
Monstera Deliciosa,Leaf Tip/Margin Blight,Fungal/Abiotic,"Brown, dry, crispy tips or margins on leaves that gradually spread inward.","Low humidity, fluoride/salt buildup from tap water, or minor fungal infection at wounds.","Water with filtered or rested water, maintain adequate humidity, trim tips cleanly with sterile scissors.","Trim affected tips, adjust watering practices; apply fungicide only if actively spreading.","Leaf tips, margins",Low to Moderate
